Datetime,Open,High,Low,Close,Volume,"('Datetime', '')","('Close', 'BNB-USD')","('High', 'BNB-USD')","('Low', 'BNB-USD')","('Open', 'BNB-USD')","('Volume', 'BNB-USD')","('Datetime', '').1","('Close', 'BNB-USD').1","('High', 'BNB-USD').1","('Low', 'BNB-USD').1","('Open', 'BNB-USD').1","('Volume', 'BNB-USD').1","('Datetime', '').2","('Close', 'BNB-USD').2","('High', 'BNB-USD').2","('Low', 'BNB-USD').2","('Open', 'BNB-USD').2","('Volume', 'BNB-USD').2","('Datetime', '').3","('Close', 'BNB-USD').3","('High', 'BNB-USD').3","('Low', 'BNB-USD').3","('Open', 'BNB-USD').3","('Volume', 'BNB-USD').3","('Datetime', '').4","('Close', 'BNB-USD').4","('High', 'BNB-USD').4","('Low', 'BNB-USD').4","('Open', 'BNB-USD').4","('Volume', 'BNB-USD').4","('Datetime', '').5","('Close', 'BNB-USD').5","('High', 'BNB-USD').5","('Low', 'BNB-USD').5","('Open', 'BNB-USD').5","('Volume', 'BNB-USD').5","('Datetime', '').6","('Close', 'BNB-USD').6","('High', 'BNB-USD').6","('Low', 'BNB-USD').6","('Open', 'BNB-USD').6","('Volume', 'BNB-USD').6","('Datetime', '').7","('Close', 'BNB-USD').7","('High', 'BNB-USD').7","('Low', 'BNB-USD').7","('Open', 'BNB-USD').7","('Volume', 'BNB-USD').7","('Datetime', '').8","('Close', 'BNB-USD').8","('High', 'BNB-USD').8","('Low', 'BNB-USD').8","('Open', 'BNB-USD').8","('Volume', 'BNB-USD').8","('Datetime', '').9","('Close', 'BNB-USD').9","('High', 'BNB-USD').9","('Low', 'BNB-USD').9","('Open', 'BNB-USD').9","('Volume', 'BNB-USD').9","('Datetime', '').10","('Close', 'BNB-USD').10","('High', 'BNB-USD').10","('Low', 'BNB-USD').10","('Open', 'BNB-USD').10","('Volume', 'BNB-USD').10","('Datetime', '').11","('Close', 'BNB-USD').11","('High', 'BNB-USD').11","('Low', 'BNB-USD').11","('Open', 'BNB-USD').11","('Volume', 'BNB-USD').11","('Datetime', '').12","('Close', 'BNB-USD').12","('High', 'BNB-USD').12","('Low', 'BNB-USD').12","('Open', 'BNB-USD').12","('Volume', 'BNB-USD').12","('Datetime', '').13","('Close', 'BNB-USD').13","('High', 'BNB-USD').13","('Low', 'BNB-USD').13","('Open', 'BNB-USD').13","('Volume', 'BNB-USD').13","('Datetime', '').14","('Close', 'BNB-USD').14","('High', 'BNB-USD').14","('Low', 'BNB-USD').14","('Open', 'BNB-USD').14","('Volume', 'BNB-USD').14","('Datetime', '').15","('Close', 'BNB-USD').15","('High', 'BNB-USD').15","('Low', 'BNB-USD').15","('Open', 'BNB-USD').15","('Volume', 'BNB-USD').15","('Datetime', '').16","('Close', 'BNB-USD').16","('High', 'BNB-USD').16","('Low', 'BNB-USD').16","('Open', 'BNB-USD').16","('Volume', 'BNB-USD').16","('Datetime', '')","('Close', 'BNB-USD')","('High', 'BNB-USD')","('Low', 'BNB-USD')","('Open', 'BNB-USD')","('Volume', 'BNB-USD')"
2022-06-01 18:00:00,302.46,304.35,301.21,302.66,2816708.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 19:00:00,302.66,303.89,301.39,303.03,1613625.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 20:00:00,303.03,303.36,297.3,299.46,3487102.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 21:00:00,299.46,300.22,297.85,297.85,651802.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 22:00:00,297.85,300.8,297.43,300.61,1366452.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 23:00:00,300.61,302.34,299.87,300.05,1258122.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 00:00:00,300.05,300.9,297.86,299.86,1928988.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 01:00:00,299.86,303.88,299.33,302.16,1542389.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 02:00:00,302.16,302.97,301.31,301.61,1023858.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 03:00:00,301.61,302.06,299.72,300.06,1245363.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 04:00:00,300.06,301.4,298.92,301.27,977058.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 05:00:00,301.27,302.25,299.29,301.91,908529.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 06:00:00,301.91,302.85,301.15,302.6,927098.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 07:00:00,302.6,304.33,302.17,303.19,1224768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 08:00:00,303.19,304.28,302.65,303.1,723724.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 09:00:00,303.1,303.93,302.1,303.03,687998.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 10:00:00,303.06,304.39,303.49,303.49,2151630.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 11:00:00,303.42,305.14,302.4,304.74,1051783.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 12:00:00,304.74,305.19,303.22,303.51,801808.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 13:00:00,303.51,303.74,299.18,300.85,2795885.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 14:00:00,300.85,302.59,299.67,302.35,1490807.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 15:00:00,302.35,304.74,302.33,303.33,1666147.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
