Datetime,Open,High,Low,Close,Volume,"('Datetime', '')","('Close', 'ETH-USD')","('High', 'ETH-USD')","('Low', 'ETH-USD')","('Open', 'ETH-USD')","('Volume', 'ETH-USD')","('Datetime', '').1","('Close', 'ETH-USD').1","('High', 'ETH-USD').1","('Low', 'ETH-USD').1","('Open', 'ETH-USD').1","('Volume', 'ETH-USD').1","('Datetime', '').2","('Close', 'ETH-USD').2","('High', 'ETH-USD').2","('Low', 'ETH-USD').2","('Open', 'ETH-USD').2","('Volume', 'ETH-USD').2","('Datetime', '').3","('Close', 'ETH-USD').3","('High', 'ETH-USD').3","('Low', 'ETH-USD').3","('Open', 'ETH-USD').3","('Volume', 'ETH-USD').3","('Datetime', '').4","('Close', 'ETH-USD').4","('High', 'ETH-USD').4","('Low', 'ETH-USD').4","('Open', 'ETH-USD').4","('Volume', 'ETH-USD').4","('Datetime', '').5","('Close', 'ETH-USD').5","('High', 'ETH-USD').5","('Low', 'ETH-USD').5","('Open', 'ETH-USD').5","('Volume', 'ETH-USD').5","('Datetime', '').6","('Close', 'ETH-USD').6","('High', 'ETH-USD').6","('Low', 'ETH-USD').6","('Open', 'ETH-USD').6","('Volume', 'ETH-USD').6","('Datetime', '').7","('Close', 'ETH-USD').7","('High', 'ETH-USD').7","('Low', 'ETH-USD').7","('Open', 'ETH-USD').7","('Volume', 'ETH-USD').7","('Datetime', '').8","('Close', 'ETH-USD').8","('High', 'ETH-USD').8","('Low', 'ETH-USD').8","('Open', 'ETH-USD').8","('Volume', 'ETH-USD').8","('Datetime', '').9","('Close', 'ETH-USD').9","('High', 'ETH-USD').9","('Low', 'ETH-USD').9","('Open', 'ETH-USD').9","('Volume', 'ETH-USD').9","('Datetime', '').10","('Close', 'ETH-USD').10","('High', 'ETH-USD').10","('Low', 'ETH-USD').10","('Open', 'ETH-USD').10","('Volume', 'ETH-USD').10","('Datetime', '').11","('Close', 'ETH-USD').11","('High', 'ETH-USD').11","('Low', 'ETH-USD').11","('Open', 'ETH-USD').11","('Volume', 'ETH-USD').11","('Datetime', '').12","('Close', 'ETH-USD').12","('High', 'ETH-USD').12","('Low', 'ETH-USD').12","('Open', 'ETH-USD').12","('Volume', 'ETH-USD').12","('Datetime', '').13","('Close', 'ETH-USD').13","('High', 'ETH-USD').13","('Low', 'ETH-USD').13","('Open', 'ETH-USD').13","('Volume', 'ETH-USD').13","('Datetime', '').14","('Close', 'ETH-USD').14","('High', 'ETH-USD').14","('Low', 'ETH-USD').14","('Open', 'ETH-USD').14","('Volume', 'ETH-USD').14","('Datetime', '').15","('Close', 'ETH-USD').15","('High', 'ETH-USD').15","('Low', 'ETH-USD').15","('Open', 'ETH-USD').15","('Volume', 'ETH-USD').15","('Datetime', '').16","('Close', 'ETH-USD').16","('High', 'ETH-USD').16","('Low', 'ETH-USD').16","('Open', 'ETH-USD').16","('Volume', 'ETH-USD').16","('Datetime', '')","('Close', 'ETH-USD')","('High', 'ETH-USD')","('Low', 'ETH-USD')","('Open', 'ETH-USD')","('Volume', 'ETH-USD')"
2022-06-01 10:00:00,1942.37,1943.05,1933.38,1934.48,30945849.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 11:00:00,1934.48,1940.99,1926.0,1937.78,32722457.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 12:00:00,1937.78,1961.84,1930.51,1952.43,23902095.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 13:00:00,1952.43,1971.79,1946.07,1963.16,63845767.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 14:00:00,1963.16,1967.38,1890.64,1908.56,145004514.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 15:00:00,1908.56,1911.84,1877.77,1879.29,74408868.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 16:00:00,1879.29,1879.29,1850.16,1856.29,86558730.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 17:00:00,1856.29,1857.39,1826.44,1845.81,67476428.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 18:00:00,1845.81,1853.3,1815.56,1817.93,56165424.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 19:00:00,1817.93,1828.15,1806.75,1820.29,56159548.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 20:00:00,1820.29,1822.04,1764.1,1792.29,91524466.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 21:00:00,1792.29,1805.88,1791.89,1798.35,27932270.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 22:00:00,1798.35,1819.25,1793.72,1817.58,31399441.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 23:00:00,1817.58,1842.91,1814.62,1817.42,45827241.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 00:00:00,1817.42,1825.43,1805.82,1815.87,42304130.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 01:00:00,1815.87,1834.05,1812.28,1825.08,30646193.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 02:00:00,1825.08,1835.0,1821.3,1831.08,38293146.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 03:00:00,1831.08,1832.96,1809.79,1813.86,31767960.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 04:00:00,1813.86,1817.94,1802.38,1815.64,17671665.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 05:00:00,1815.64,1823.81,1804.59,1821.13,13121088.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 06:00:00,1821.13,1824.71,1811.24,1823.95,11171343.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 07:00:00,1823.95,1836.38,1819.45,1825.63,21695300.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 08:00:00,1825.63,1832.16,1821.39,1821.55,14784394.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 09:00:00,1821.55,1828.56,1812.64,1819.03,19426826.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 10:00:00,1819.03,1838.55,1813.92,1828.85,13030012.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 11:00:00,1828.85,1843.15,1822.07,1839.26,14800671.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 12:00:00,1839.26,1840.32,1824.92,1827.67,20591532.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 13:00:00,1827.67,1829.1,1782.17,1798.95,69952344.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 14:00:00,1798.95,1817.3,1784.41,1803.8,47633591.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 15:00:00,1803.8,1829.17,1802.57,1815.65,36543211.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 16:00:00,1815.65,1832.83,1813.26,1826.42,25044404.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 17:00:00,1826.42,1831.58,1814.24,1817.13,21240611.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 18:00:00,1817.13,1828.57,1800.12,1807.65,21001908.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 19:00:00,1807.65,1821.72,1801.16,1821.24,37956487.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 20:00:00,1821.24,1829.12,1818.65,1823.41,12361401.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 21:00:00,1823.41,1830.89,1821.83,1827.4,12991860.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 22:00:00,1827.4,1851.73,1824.75,1833.94,30951469.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 23:00:00,1833.94,1843.66,1831.61,1833.26,17191881.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 00:00:00,1833.26,1834.22,1821.33,1824.38,16836799.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 01:00:00,1824.38,1842.2,1823.86,1838.77,15971680.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 02:00:00,1838.77,1841.95,1830.02,1830.26,11822405.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 03:00:00,1830.26,1831.84,1825.9,1826.63,9060823.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 04:00:00,1826.63,1827.8,1815.6,1815.76,12455005.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 05:00:00,1815.76,1826.91,1815.36,1824.12,12372823.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 06:00:00,1824.12,1825.62,1810.77,1812.22,11101912.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 07:00:00,1812.22,1818.52,1805.73,1813.18,12798537.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 08:00:00,1813.18,1820.15,1805.91,1808.83,11420115.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 09:00:00,1808.83,1812.15,1790.01,1796.15,23233366.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 10:00:00,1796.15,1799.23,1756.22,1760.75,47134381.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 11:00:00,1760.75,1773.81,1751.84,1760.92,32545155.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 12:00:00,1760.92,1778.07,1737.3,1744.3,50713071.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 13:00:00,1744.3,1767.92,1740.19,1766.94,60083125.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 14:00:00,1766.94,1772.62,1748.52,1766.48,35296156.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 15:00:00,1766.48,1772.25,1754.23,1761.81,43012139.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 16:00:00,1761.81,1764.73,1749.57,1760.68,41490575.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 17:00:00,1760.68,1765.27,1745.47,1750.19,28916122.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 18:00:00,1750.19,1753.05,1741.63,1748.38,16010937.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 19:00:00,1748.38,1753.67,1744.0,1750.06,23891485.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 20:00:00,1750.06,1763.87,1748.04,1758.21,18768133.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 21:00:00,1758.21,1792.18,1758.12,1787.69,15031408.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 22:00:00,1787.69,1793.79,1778.0,1781.38,10066655.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 23:00:00,1781.38,1782.18,1769.01,1773.59,9633671.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-04 00:00:00,1773.59,1778.15,1769.52,1773.28,7426063.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-04 01:00:00,1773.28,1776.2,1757.11,1758.9,10159339.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
