Datetime,Open,High,Low,Close,Volume,"('Datetime', '')","('Close', 'BTC-USD')","('High', 'BTC-USD')","('Low', 'BTC-USD')","('Open', 'BTC-USD')","('Volume', 'BTC-USD')","('Datetime', '').1","('Close', 'BTC-USD').1","('High', 'BTC-USD').1","('Low', 'BTC-USD').1","('Open', 'BTC-USD').1","('Volume', 'BTC-USD').1","('Datetime', '').2","('Close', 'BTC-USD').2","('High', 'BTC-USD').2","('Low', 'BTC-USD').2","('Open', 'BTC-USD').2","('Volume', 'BTC-USD').2","('Datetime', '').3","('Close', 'BTC-USD').3","('High', 'BTC-USD').3","('Low', 'BTC-USD').3","('Open', 'BTC-USD').3","('Volume', 'BTC-USD').3","('Datetime', '').4","('Close', 'BTC-USD').4","('High', 'BTC-USD').4","('Low', 'BTC-USD').4","('Open', 'BTC-USD').4","('Volume', 'BTC-USD').4","('Datetime', '').5","('Close', 'BTC-USD').5","('High', 'BTC-USD').5","('Low', 'BTC-USD').5","('Open', 'BTC-USD').5","('Volume', 'BTC-USD').5","('Datetime', '').6","('Close', 'BTC-USD').6","('High', 'BTC-USD').6","('Low', 'BTC-USD').6","('Open', 'BTC-USD').6","('Volume', 'BTC-USD').6","('Datetime', '').7","('Close', 'BTC-USD').7","('High', 'BTC-USD').7","('Low', 'BTC-USD').7","('Open', 'BTC-USD').7","('Volume', 'BTC-USD').7","('Datetime', '').8","('Close', 'BTC-USD').8","('High', 'BTC-USD').8","('Low', 'BTC-USD').8","('Open', 'BTC-USD').8","('Volume', 'BTC-USD').8","('Datetime', '').9","('Close', 'BTC-USD').9","('High', 'BTC-USD').9","('Low', 'BTC-USD').9","('Open', 'BTC-USD').9","('Volume', 'BTC-USD').9","('Datetime', '').10","('Close', 'BTC-USD').10","('High', 'BTC-USD').10","('Low', 'BTC-USD').10","('Open', 'BTC-USD').10","('Volume', 'BTC-USD').10","('Datetime', '').11","('Close', 'BTC-USD').11","('High', 'BTC-USD').11","('Low', 'BTC-USD').11","('Open', 'BTC-USD').11","('Volume', 'BTC-USD').11","('Datetime', '').12","('Close', 'BTC-USD').12","('High', 'BTC-USD').12","('Low', 'BTC-USD').12","('Open', 'BTC-USD').12","('Volume', 'BTC-USD').12","('Datetime', '').13","('Close', 'BTC-USD').13","('High', 'BTC-USD').13","('Low', 'BTC-USD').13","('Open', 'BTC-USD').13","('Volume', 'BTC-USD').13","('Datetime', '').14","('Close', 'BTC-USD').14","('High', 'BTC-USD').14","('Low', 'BTC-USD').14","('Open', 'BTC-USD').14","('Volume', 'BTC-USD').14","('Datetime', '').15","('Close', 'BTC-USD').15","('High', 'BTC-USD').15","('Low', 'BTC-USD').15","('Open', 'BTC-USD').15","('Volume', 'BTC-USD').15","('Datetime', '').16","('Close', 'BTC-USD').16","('High', 'BTC-USD').16","('Low', 'BTC-USD').16","('Open', 'BTC-USD').16","('Volume', 'BTC-USD').16","('Datetime', '')","('Close', 'BTC-USD')","('High', 'BTC-USD')","('Low', 'BTC-USD')","('Open', 'BTC-USD')","('Volume', 'BTC-USD')"
2022-06-01 10:00:00,31676.7,31685.9,31525.24,31540.44,23613100.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 11:00:00,31540.44,31649.81,31434.32,31588.34,28961460.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 12:00:00,31588.34,31814.83,31515.69,31713.41,24352032.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 13:00:00,31713.41,31884.55,31630.73,31722.34,61759642.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 14:00:00,31722.34,31790.84,30978.96,31154.41,124005667.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 15:00:00,31154.41,31202.1,30720.35,30723.0,106584771.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 16:00:00,30723.0,30723.16,30286.21,30398.95,163811117.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 17:00:00,30398.95,30402.97,29868.84,30155.14,150237762.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 18:00:00,30155.14,30407.81,30092.79,30151.45,70698524.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 19:00:00,30151.45,30323.03,29985.45,30107.97,93066481.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 20:00:00,30107.97,30131.69,29324.1,29633.09,132731356.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 21:00:00,29633.09,29758.27,29561.63,29573.71,28020890.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 22:00:00,29573.71,29755.16,29499.2,29733.8,37557565.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 23:00:00,29733.8,30039.98,29718.16,29789.58,51376954.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 00:00:00,29789.58,29801.01,29574.16,29665.23,45640324.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 01:00:00,29665.23,29865.76,29629.47,29800.25,46881856.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 02:00:00,29800.25,29884.83,29767.78,29807.49,26660369.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 03:00:00,29807.49,29842.63,29691.38,29708.29,27504503.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 04:00:00,29708.29,29805.08,29638.33,29792.38,20939512.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 05:00:00,29792.38,29871.35,29665.12,29861.72,38444551.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 06:00:00,29861.72,29926.91,29799.14,29908.91,15881111.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 07:00:00,29908.91,30094.94,29896.15,29952.77,31985353.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 08:00:00,29952.77,30000.79,29900.51,29927.18,19024060.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 09:00:00,29927.18,30003.53,29859.54,29917.22,16976245.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 10:00:00,29917.22,30130.41,29852.21,30018.35,24588600.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 11:00:00,30018.35,30187.58,29946.12,30163.56,28426575.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 12:00:00,30163.56,30173.28,30033.12,30075.14,24922903.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 13:00:00,30075.14,30217.08,29585.76,29878.18,150247964.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 14:00:00,29878.18,30126.07,29757.82,30044.15,66107606.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 15:00:00,30044.15,30361.71,30026.62,30191.6,91074197.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 16:00:00,30191.6,30383.86,30173.26,30277.85,36625851.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 17:00:00,30277.85,30345.28,30152.5,30174.95,31220961.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 18:00:00,30174.95,30317.84,29969.52,30126.53,55715085.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 19:00:00,30126.53,30287.65,30054.71,30278.56,25122857.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 20:00:00,30278.56,30369.22,30227.47,30232.01,21722003.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 21:00:00,30232.01,30370.53,30219.11,30355.07,13373597.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 22:00:00,30355.07,30647.18,30319.63,30471.21,50063588.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 23:00:00,30471.21,30626.06,30419.96,30439.63,23190287.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 00:00:00,30439.63,30494.7,30343.19,30383.54,22027819.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 01:00:00,30383.54,30676.7,30371.65,30607.06,30426889.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 02:00:00,30607.06,30647.41,30517.35,30530.99,17694596.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 03:00:00,30530.99,30543.03,30450.87,30515.13,14496490.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 04:00:00,30515.13,30528.46,30404.28,30416.71,14072035.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 05:00:00,30416.71,30545.53,30399.34,30529.89,10095028.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 06:00:00,30529.89,30531.4,30351.06,30363.1,9611321.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 07:00:00,30363.1,30475.79,30268.43,30436.55,22587321.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 08:00:00,30436.55,30512.41,30389.87,30426.81,13982938.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 09:00:00,30426.81,30460.1,30141.54,30234.67,27978202.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 10:00:00,30234.67,30251.03,29726.97,29793.48,74229757.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 11:00:00,29793.48,29927.64,29669.49,29739.2,39275177.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 12:00:00,29739.2,29861.95,29465.28,29506.84,70621453.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 13:00:00,29506.84,29745.51,29415.74,29704.6,64303277.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 14:00:00,29704.6,29744.93,29249.37,29460.96,76019287.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 15:00:00,29460.96,29547.01,29308.7,29480.0,44837366.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 16:00:00,29480.0,29535.74,29375.22,29519.74,29205223.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 17:00:00,29519.74,29646.18,29417.36,29488.96,38833173.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 18:00:00,29488.96,29541.21,29441.32,29523.26,19757965.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 19:00:00,29523.26,29588.08,29474.69,29546.39,22226762.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 20:00:00,29546.39,29716.17,29536.48,29644.21,18444447.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 21:00:00,29644.21,29838.46,29635.23,29783.97,17650948.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 22:00:00,29783.97,29870.69,29681.91,29707.24,19832775.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 23:00:00,29707.24,29720.81,29626.46,29680.3,15789881.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-04 00:00:00,29680.3,29742.93,29659.36,29698.05,8268315.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-04 01:00:00,29698.05,29724.34,29532.04,29566.57,16965495.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
